# AS|ObservedPolicies|GeralPolicy
42149|0|NoPrepend
50517|0|NoPrepend
205676|0|NoPrepend
205547|0|NoPrepend
205768|1|Uniform
205769|0|NoPrepend
205643|0|NoPrepend
205737|2;0|Mixed
12630|0|NoPrepend
58255|0|NoPrepend
205763|0|NoPrepend
42140|0|NoPrepend
205759|0|NoPrepend
208959|0|NoPrepend
205755|0|NoPrepend
205741|0|NoPrepend
205696|0|NoPrepend
205751|1|Uniform
41366|0|NoPrepend
13023|0|NoPrepend
205252|0|NoPrepend
205743|0|NoPrepend
209691|0|NoPrepend
29488|2|Binary
205746|0|NoPrepend
205726|2|Binary
205721|0|NoPrepend
205739|0|NoPrepend
48001|0|NoPrepend
42083|0|NoPrepend
205730|0|NoPrepend
205728|2;0|Mixed
202269|2;0|Mixed
49273|0|NoPrepend
205484|0|NoPrepend
205710|0|NoPrepend
206413|0|NoPrepend
38814|0|NoPrepend
62438|0|NoPrepend
57999|0|NoPrepend
205685|2|Binary
204568|2|Binary
39901|0|NoPrepend
57578|0|NoPrepend
207193|0|NoPrepend
205580|2|Binary
42011|0|NoPrepend
205688|0|NoPrepend
205680|0|NoPrepend
41839|2|Binary
205690|0|NoPrepend
205687|2|Binary
41876|0|NoPrepend
205665|0|NoPrepend
205674|2|Binary
205683|0|NoPrepend
205663|0|NoPrepend
41821|0|NoPrepend
205673|0|NoPrepend
204945|0|NoPrepend
205653|0|NoPrepend
51377|0|NoPrepend
42006|0|NoPrepend
205388|0|NoPrepend
205831|0|NoPrepend
49432|2|Binary
41306|0|NoPrepend
205645|0|NoPrepend
205652|0|NoPrepend
205655|0|NoPrepend
205654|0|NoPrepend
35398|0|NoPrepend
205138|0|NoPrepend
39368|0|NoPrepend
205620|0|NoPrepend
59794|0|NoPrepend
41779|0|NoPrepend
205562|2|Binary
205640|0|NoPrepend
205638|0|NoPrepend
205636|0|NoPrepend
205630|0|NoPrepend
205767|0|NoPrepend
205637|0|NoPrepend
49573|0|NoPrepend
205619|2;0;1|Mixed
8540|0|NoPrepend
61399|0|NoPrepend
205571|0|NoPrepend
205625|0|NoPrepend
62071|0|NoPrepend
50138|0|NoPrepend
204421|0|NoPrepend
51267|0|NoPrepend
57212|0;2|Mixed
205604|3|Diverse
210191|0|NoPrepend
394485|0|NoPrepend
396950|0|NoPrepend
205552|0|NoPrepend
209934|0|NoPrepend
200313|0|NoPrepend
205606|0|NoPrepend
204462|0|NoPrepend
200314|0|NoPrepend
43791|0|NoPrepend
41652|0|NoPrepend
205494|0|NoPrepend
42505|0|NoPrepend
6729|0|NoPrepend
39230|0|NoPrepend
42088|0|NoPrepend
204685|0|NoPrepend
205589|0|NoPrepend
205588|0|NoPrepend
43229|0|NoPrepend
34191|0|NoPrepend
205583|0|NoPrepend
205582|0|NoPrepend
205572|2|Binary
204546|2|Binary
41525|0|NoPrepend
209836|0|NoPrepend
41608|0|NoPrepend
205556|0|NoPrepend
205568|0|NoPrepend
205565|0|NoPrepend
205564|0|NoPrepend
41531|3;0|Mixed
205525|0|NoPrepend
205555|0|NoPrepend
41490|2;0|Mixed
41488|2|Binary
202636|0|NoPrepend
205538|0|NoPrepend
44330|0|NoPrepend
48351|0|NoPrepend
205456|0|NoPrepend
205524|0|NoPrepend
41466|0;2|Mixed
205545|0|NoPrepend
205164|0|NoPrepend
205537|1|Uniform
205543|0|NoPrepend
48084|0|NoPrepend
205540|0|NoPrepend
205536|0|NoPrepend
205535|0|NoPrepend
205584|0|NoPrepend
205445|0|NoPrepend
205368|0|NoPrepend
205519|2|Binary
205461|1|Uniform
209959|0|NoPrepend
205518|0|NoPrepend
56395|0|NoPrepend
205521|0|NoPrepend
41415|0|NoPrepend
205498|0|NoPrepend
205490|0|NoPrepend
205516|0|NoPrepend
205493|0|NoPrepend
205243|0|NoPrepend
24861|0|NoPrepend
204603|0|NoPrepend
205511|0|NoPrepend
205510|0|NoPrepend
205362|0|NoPrepend
205500|0|NoPrepend
29531|0|NoPrepend
209464|0|NoPrepend
205504|2|Binary
8892|0;1|Mixed
205319|2;0|Mixed
209254|0|NoPrepend
48028|0|NoPrepend
205491|0|NoPrepend
52167|0|NoPrepend
45040|0|NoPrepend
205428|0|NoPrepend
39744|0;2|Mixed
205485|0|NoPrepend
206948|2;0|Mixed
57059|0|NoPrepend
39503|0|NoPrepend
47929|0|NoPrepend
200372|0|NoPrepend
209989|0|NoPrepend
41338|0|NoPrepend
205733|0|NoPrepend
205437|0|NoPrepend
205477|0|NoPrepend
41303|0|NoPrepend
205470|0;2|Mixed
57407|0|NoPrepend
204429|0|NoPrepend
205281|0|NoPrepend
58202|0|NoPrepend
8720|0;2;1|Mixed
57852|0|NoPrepend
205462|0|NoPrepend
205174|0|NoPrepend
35790|0|NoPrepend
201931|0|NoPrepend
205321|0|NoPrepend
56636|0;2;1|Mixed
205460|0;2|Mixed
203092|0|NoPrepend
205452|0|NoPrepend
205451|2|Binary
49764|0|NoPrepend
204586|0|NoPrepend
34735|0|NoPrepend
205449|0|NoPrepend
205439|0|NoPrepend
205434|0|NoPrepend
42823|0|NoPrepend
205440|0|NoPrepend
205419|2;0|Mixed
205438|0|NoPrepend
207003|0|NoPrepend
205215|0|NoPrepend
12483|0;1;2|Mixed
202514|0|NoPrepend
204817|0|NoPrepend
205344|0|NoPrepend
205253|0|NoPrepend
41206|0|NoPrepend
205372|0|NoPrepend
205374|0|NoPrepend
205409|0|NoPrepend
204499|0|NoPrepend
206481|0|NoPrepend
205401|0|NoPrepend
205400|0|NoPrepend
204949|0|NoPrepend
203586|0|NoPrepend
205322|0|NoPrepend
205033|0|NoPrepend
205390|0;1|Mixed
205385|0|NoPrepend
202509|0|NoPrepend
205375|0|NoPrepend
205100|0|NoPrepend
60729|0|NoPrepend
205371|0|NoPrepend
205348|0|NoPrepend
205354|0|NoPrepend
206360|0|NoPrepend
58119|0|NoPrepend
205376|0|NoPrepend
205335|0|NoPrepend
205377|0|NoPrepend
205373|0|NoPrepend
205367|0|NoPrepend
205370|0|NoPrepend
24956|3|Diverse
41359|2|Binary
205310|0|NoPrepend
205752|0|NoPrepend
205360|0|NoPrepend
205341|0|NoPrepend
205274|0|NoPrepend
210135|0|NoPrepend
205238|0|NoPrepend
205340|0|NoPrepend
205272|0|NoPrepend
58113|0|NoPrepend
206998|0|NoPrepend
200534|0|NoPrepend
206210|0|NoPrepend
205345|0|NoPrepend
210080|0|NoPrepend
62306|2|Binary
60502|0|NoPrepend
205296|0|NoPrepend
204971|1|Uniform
20612|0|NoPrepend
206976|0|NoPrepend
205265|0|NoPrepend
41068|1|Uniform
41065|0|NoPrepend
51447|0|NoPrepend
204981|2|Binary
205313|0|NoPrepend
205317|1|Uniform
49041|0|NoPrepend
205126|0|NoPrepend
205316|0|NoPrepend
205315|0|NoPrepend
205304|0|NoPrepend
205270|0|NoPrepend
205293|0|NoPrepend
205309|0|NoPrepend
41061|0|NoPrepend
205306|0|NoPrepend
204725|0|NoPrepend
202034|1|Uniform
205291|0|NoPrepend
209272|0|NoPrepend
204689|2|Binary
205173|0|NoPrepend
205285|0|NoPrepend
40987|0;2|Mixed
42152|0|NoPrepend
50198|1|Uniform
205283|0|NoPrepend
34422|0|NoPrepend
198730|0|NoPrepend
205197|0|NoPrepend
205279|0|NoPrepend
205277|0|NoPrepend
56491|0|NoPrepend
59996|0|NoPrepend
204596|0|NoPrepend
205114|1;0|Mixed
205260|0|NoPrepend
205223|0|NoPrepend
204959|0|NoPrepend
35070|0|NoPrepend
204938|0|NoPrepend
39934|0|NoPrepend
205267|0|NoPrepend
20896|2|Binary
205250|0|NoPrepend
205244|0|NoPrepend
205247|0|NoPrepend
205229|0|NoPrepend
43442|2|Binary
39895|0|NoPrepend
205119|0;2|Mixed
205214|0|NoPrepend
205149|2;1|Mixed
205218|0|NoPrepend
205202|0|NoPrepend
205205|0|NoPrepend
62394|0|NoPrepend
12748|0|NoPrepend
60363|0|NoPrepend
204951|0|NoPrepend
204912|0|NoPrepend
34217|0|NoPrepend
205213|0;2|Mixed
209291|0|NoPrepend
210234|0|NoPrepend
62184|0|NoPrepend
44024|0|NoPrepend
202323|0|NoPrepend
39838|1;0|Mixed
205010|0|NoPrepend
205053|0|NoPrepend
137490|0|NoPrepend
205188|0|NoPrepend
205110|0|NoPrepend
205196|0|NoPrepend
205185|0|NoPrepend
205171|0|NoPrepend
205192|0|NoPrepend
205191|0|NoPrepend
39831|1|Uniform
205190|0|NoPrepend
205189|0|NoPrepend
205187|0|NoPrepend
204728|0|NoPrepend
8222|0|NoPrepend
205181|0|NoPrepend
205180|0|NoPrepend
210159|0|NoPrepend
204338|0|NoPrepend
42265|0|NoPrepend
205153|0;2|Mixed
39827|1;0|Mixed
205155|1|Uniform
204629|1|Uniform
39639|0;1|Mixed
205176|0|NoPrepend
48011|0|NoPrepend
205168|0|NoPrepend
204858|0|NoPrepend
205146|2|Binary
205170|1|Uniform
205169|0|NoPrepend
205167|0|NoPrepend
205166|0|NoPrepend
31061|2|Binary
198539|0;1|Mixed
205104|0|NoPrepend
204442|1|Uniform
210219|0|NoPrepend
39736|2|Binary
33932|0|NoPrepend
39614|0|NoPrepend
39720|0|NoPrepend
204934|0|NoPrepend
25117|2|Binary
204781|0|NoPrepend
205118|0|NoPrepend
39659|0|NoPrepend
202341|0|NoPrepend
205135|0|NoPrepend
39671|0|NoPrepend
205144|0|NoPrepend
205143|0|NoPrepend
39664|0|NoPrepend
204988|0|NoPrepend
39640|1|Uniform
205134|0|NoPrepend
49515|0|NoPrepend
205049|0|NoPrepend
58182|0|NoPrepend
204515|0|NoPrepend
205099|1|Uniform
205106|0|NoPrepend
205098|0|NoPrepend
210065|0|NoPrepend
20541|1|Uniform
205105|1|Uniform
197412|0|NoPrepend
210008|0|NoPrepend
201578|0|NoPrepend
43917|0|NoPrepend
39568|0|NoPrepend
205111|0|NoPrepend
207080|0|NoPrepend
206924|0|NoPrepend
205093|0|NoPrepend
205073|0|NoPrepend
42989|0|NoPrepend
51201|0|NoPrepend
205074|0|NoPrepend
204906|0|NoPrepend
205083|0|NoPrepend
41659|0|NoPrepend
204823|0|NoPrepend
50190|0|NoPrepend
205064|0|NoPrepend
205075|0|NoPrepend
204905|0|NoPrepend
204609|0;2|Mixed
205057|0|NoPrepend
205071|0|NoPrepend
204970|0|NoPrepend
205027|1|Uniform
205026|1|Uniform
202677|0;2|Mixed
205055|0|NoPrepend
205041|3|Diverse
205052|0|NoPrepend
204965|0|NoPrepend
205045|0|NoPrepend
205044|0|NoPrepend
205040|0|NoPrepend
39556|0|NoPrepend
49860|0|NoPrepend
42397|0|NoPrepend
39517|0|NoPrepend
205024|0|NoPrepend
39360|0|NoPrepend
209952|0|NoPrepend
209385|0|NoPrepend
48264|0|NoPrepend
204990|0|NoPrepend
44142|0|NoPrepend
205894|0|NoPrepend
29354|1|Uniform
205011|0|NoPrepend
396886|0|NoPrepend
204924|0|NoPrepend
202283|0|NoPrepend
205009|0|NoPrepend
204958|1|Uniform
205002|0|NoPrepend
204920|1|Uniform
204978|0|NoPrepend
39533|0|NoPrepend
204962|2|Binary
204964|2|Binary
204974|0|NoPrepend
204983|0|NoPrepend
204986|0|NoPrepend
204839|0|NoPrepend
202711|0|NoPrepend
204979|0|NoPrepend
204975|0|NoPrepend
202267|0|NoPrepend
39192|0|NoPrepend
204826|0|NoPrepend
59951|0|NoPrepend
204960|0|NoPrepend
210114|0|NoPrepend
136559|2|Binary
62230|1|Uniform
44421|0|NoPrepend
205651|0|NoPrepend
210273|0|NoPrepend
39691|0|NoPrepend
204940|0|NoPrepend
204948|0|NoPrepend
204939|0|NoPrepend
204135|0|NoPrepend
204943|0|NoPrepend
204925|0|NoPrepend
62406|0|NoPrepend
204891|0|NoPrepend
206918|0|NoPrepend
204411|0|NoPrepend
41033|0|NoPrepend
202473|0|NoPrepend
202360|0|NoPrepend
200793|0|NoPrepend
204876|0|NoPrepend
44475|0|NoPrepend
204869|0|NoPrepend
204904|0|NoPrepend
204903|0|NoPrepend
200392|0|NoPrepend
204899|0|NoPrepend
204897|0|NoPrepend
51834|0|NoPrepend
204886|0|NoPrepend
204888|0|NoPrepend
39436|0|NoPrepend
39430|0|NoPrepend
206916|2|Binary
204880|2|Binary
205487|0|NoPrepend
38916|0|NoPrepend
202445|0|NoPrepend
39419|0|NoPrepend
39404|0|NoPrepend
204854|0|NoPrepend
204865|0|NoPrepend
204548|0|NoPrepend
204859|0|NoPrepend
206474|0;2|Mixed
209984|0|NoPrepend
204883|0|NoPrepend
202266|0|NoPrepend
204851|1;0|Mixed
204857|0|NoPrepend
197709|2|Binary
202765|0|NoPrepend
48838|0|NoPrepend
204853|2|Binary
57751|0|NoPrepend
41047|0|NoPrepend
204841|0|NoPrepend
204809|0|NoPrepend
203948|0|NoPrepend
204832|0|NoPrepend
60474|0|NoPrepend
61218|0|NoPrepend
3287|2|Binary
204825|0|NoPrepend
62067|0|NoPrepend
210070|0|NoPrepend
48658|0|NoPrepend
204797|0|NoPrepend
200573|2|Binary
200410|2|Binary
42414|0|NoPrepend
204292|0|NoPrepend
204810|0|NoPrepend
57325|0|NoPrepend
204480|0|NoPrepend
204811|0|NoPrepend
209550|0|NoPrepend
204802|0|NoPrepend
62062|0|NoPrepend
43268|0|NoPrepend
204798|0|NoPrepend
204541|0|NoPrepend
204581|0|NoPrepend
204799|0|NoPrepend
35349|0|NoPrepend
204796|0|NoPrepend
204795|0|NoPrepend
204588|0|NoPrepend
204786|2|Binary
204317|0|NoPrepend
204782|0|NoPrepend
204780|0|NoPrepend
204767|0|NoPrepend
204776|0|NoPrepend
203188|2|Binary
204775|0|NoPrepend
204774|0|NoPrepend
204773|0|NoPrepend
209027|1|Uniform
204770|0|NoPrepend
42351|0|NoPrepend
59562|0|NoPrepend
204772|0|NoPrepend
204758|0|NoPrepend
51637|0|NoPrepend
202308|0|NoPrepend
204762|0|NoPrepend
204763|0|NoPrepend
135489|0|NoPrepend
204476|0|NoPrepend
204760|0|NoPrepend
39390|0|NoPrepend
204700|2|Binary
202511|0|NoPrepend
204622|0|NoPrepend
204755|0|NoPrepend
204754|0|NoPrepend
204751|0|NoPrepend
61295|0|NoPrepend
204731|0|NoPrepend
204351|0|NoPrepend
35404|0|NoPrepend
204733|0|NoPrepend
57270|0|NoPrepend
204741|0|NoPrepend
204565|0|NoPrepend
204739|0|NoPrepend
204683|2;0|Mixed
204737|0|NoPrepend
204732|0|NoPrepend
204695|0|NoPrepend
42971|0|NoPrepend
41331|0|NoPrepend
50840|0|NoPrepend
206359|0|NoPrepend
209936|2|Binary
204726|0|NoPrepend
58330|0|NoPrepend
204690|0|NoPrepend
204691|0|NoPrepend
204716|0|NoPrepend
202418|0|NoPrepend
204701|0|NoPrepend
200490|0|NoPrepend
203038|0|NoPrepend
204692|2|Binary
204698|2|Binary
204650|0|NoPrepend
204694|0|NoPrepend
60283|0|NoPrepend
202334|0|NoPrepend
210184|0|NoPrepend
204664|0|NoPrepend
204678|0|NoPrepend
204667|0|NoPrepend
204410|0|NoPrepend
204651|2|Binary
204566|0|NoPrepend
201531|2|Binary
204660|0|NoPrepend
204454|0|NoPrepend
204630|0|NoPrepend
60552|3|Diverse
204647|0|NoPrepend
204642|0|NoPrepend
200303|0|NoPrepend
204635|1|Uniform
202416|0|NoPrepend
202458|0|NoPrepend
202412|0|NoPrepend
201647|0|NoPrepend
206666|0|NoPrepend
201658|0|NoPrepend
201633|0|NoPrepend
201645|0|NoPrepend
204623|0|NoPrepend
204616|2|Binary
204184|0|NoPrepend
204571|0|NoPrepend
204614|0|NoPrepend
204516|0|NoPrepend
204593|0|NoPrepend
204538|0|NoPrepend
204542|0|NoPrepend
204425|0|NoPrepend
204562|0|NoPrepend
204578|0|NoPrepend
203128|0|NoPrepend
204556|0|NoPrepend
204579|0|NoPrepend
204576|0|NoPrepend
204560|0|NoPrepend
204572|0|NoPrepend
204570|0|NoPrepend
49475|0|NoPrepend
203886|0|NoPrepend
204932|0|NoPrepend
204564|2|Binary
204522|0|NoPrepend
205805|0|NoPrepend
207081|0|NoPrepend
210131|0|NoPrepend
204502|0|NoPrepend
204498|2;0|Mixed
42392|0|NoPrepend
52144|0|NoPrepend
202506|0|NoPrepend
204488|0|NoPrepend
204473|2|Binary
61062|0|NoPrepend
59493|0|NoPrepend
205269|2|Binary
58277|0|NoPrepend
57933|0|NoPrepend
200369|0|NoPrepend
204426|0|NoPrepend
204457|0|NoPrepend
204471|0|NoPrepend
200308|0|NoPrepend
204420|0|NoPrepend
204468|0|NoPrepend
202374|1|Uniform
209529|0|NoPrepend
204464|0|NoPrepend
204460|0|NoPrepend
209214|0|NoPrepend
31531|2|Binary
39653|0|NoPrepend
42061|0|NoPrepend
49436|0|NoPrepend
205113|0|NoPrepend
204439|0|NoPrepend
204431|0|NoPrepend
204430|0|NoPrepend
204413|0|NoPrepend
204209|0|NoPrepend
204352|1|Uniform
204409|0|NoPrepend
51169|0|NoPrepend
204419|0|NoPrepend
202513|0|NoPrepend
52080|0|NoPrepend
204414|2|Binary
50476|0|NoPrepend
31762|0|NoPrepend
202393|1|Uniform
51092|0|NoPrepend
209505|0|NoPrepend
42330|2|Binary
200355|0|NoPrepend
204403|0|NoPrepend
206368|1|Uniform
204401|0|NoPrepend
200601|0|NoPrepend
204366|0|NoPrepend
57799|0|NoPrepend
204368|0|NoPrepend
204394|0|NoPrepend
210182|0|NoPrepend
204391|0|NoPrepend
210248|0|NoPrepend
39278|0|NoPrepend
204389|0|NoPrepend
204386|0|NoPrepend
204383|0|NoPrepend
204382|0|NoPrepend
200320|0|NoPrepend
56421|0|NoPrepend
28883|0|NoPrepend
59965|0|NoPrepend
204358|1;0|Mixed
44028|0|NoPrepend
204376|0|NoPrepend
204342|0|NoPrepend
47806|0|NoPrepend
209653|0|NoPrepend
204354|0|NoPrepend
39183|0|NoPrepend
201295|0|NoPrepend
209279|0|NoPrepend
204324|0|NoPrepend
204344|0|NoPrepend
204347|0|NoPrepend
210304|0|NoPrepend
44399|0|NoPrepend
203582|0|NoPrepend
204341|0|NoPrepend
204356|0|NoPrepend
201750|0;2|Mixed
49619|0|NoPrepend
42922|2|Binary
204350|0|NoPrepend
60366|0|NoPrepend
13054|2;1|Mixed
50149|0|NoPrepend
48965|0|NoPrepend
204335|0|NoPrepend
203706|0|NoPrepend
204331|0|NoPrepend
204290|0|NoPrepend
210204|0|NoPrepend
204327|1|Uniform
202615|0|NoPrepend
209363|0|NoPrepend
204315|0|NoPrepend
202490|0|NoPrepend
210242|0|NoPrepend
209713|0|NoPrepend
209903|0|NoPrepend
42293|0|NoPrepend
201836|0|NoPrepend
204310|0|NoPrepend
204297|0|NoPrepend
48583|0|NoPrepend
62182|2;0|Mixed
204309|0|NoPrepend
209817|2|Binary
61203|2|Binary
393437|0|NoPrepend
210142|3;2|Mixed
210171|0|NoPrepend
204299|0|NoPrepend
62215|1|Uniform
204296|0|NoPrepend
202449|1;0|Mixed
204285|0;1|Mixed
206728|0|NoPrepend
210258|0|NoPrepend
203835|0|NoPrepend
203463|2|Binary
202586|0|NoPrepend
203973|0|NoPrepend
203498|2|Binary
204107|0|NoPrepend
204081|0|NoPrepend
204065|0|NoPrepend
204058|0|NoPrepend
204020|0|NoPrepend
20839|0|NoPrepend
200910|0|NoPrepend
48192|0|NoPrepend
202330|0|NoPrepend
203844|0|NoPrepend
47943|0|NoPrepend
205254|0|NoPrepend
203739|0|NoPrepend
200271|0|NoPrepend
48274|0|NoPrepend
204057|0|NoPrepend
137882|0|NoPrepend
31518|0|NoPrepend
200475|0|NoPrepend
203824|0|NoPrepend
203602|2|Binary
11392|0|NoPrepend
267770|0|NoPrepend
52255|1;2;3|Mixed
263776|3;1;2|Mixed
52260|0|NoPrepend
262189|2;0|Mixed
52262|0;1|Mixed
52408|2;1|Mixed
263175|0|NoPrepend
266163|0|NoPrepend
28097|2;0|Mixed
262197|0;2|Mixed
26426|0|NoPrepend
27971|0|NoPrepend
52384|0|NoPrepend
263710|0|NoPrepend
263181|0|NoPrepend
52416|2;1|Mixed
27668|0|NoPrepend
52430|0|NoPrepend
262207|0|NoPrepend
52381|3;2;1;0|Mixed
52259|2;1;0|Mixed
262239|0|NoPrepend
52383|0|NoPrepend
266142|0|NoPrepend
11556|0|NoPrepend
11750|0|NoPrepend
52490|0|NoPrepend
27924|0|NoPrepend
11315|0|NoPrepend
26210|1;0|Mixed
61507|0|NoPrepend
22080|2;1;0|Mixed
52473|2|Binary
52350|0|NoPrepend
262167|2|Binary
52342|0|NoPrepend
262164|0|NoPrepend
27748|0|NoPrepend
27787|3;2;0|Mixed
264731|0|NoPrepend
27836|0|NoPrepend
52476|0;1|Mixed
27755|0;1;2|Mixed
28028|0|NoPrepend
16814|1;0;2|Mixed
52303|0|NoPrepend
52302|0|NoPrepend
52313|0|NoPrepend
26505|2;0;1|Mixed
53111|0|NoPrepend
262727|0|NoPrepend
262728|0|NoPrepend
263466|0|NoPrepend
262516|0|NoPrepend
53133|0|NoPrepend
28145|0|NoPrepend
53134|0|NoPrepend
262708|0|NoPrepend
28340|0|NoPrepend
28191|0;1;2|Mixed
28233|2;0|Mixed
28249|2;0|Mixed
262359|0|NoPrepend
53141|0|NoPrepend
262678|0|NoPrepend
262734|3;0|Mixed
53146|2;0|Mixed
53102|0|NoPrepend
262735|0|NoPrepend
262736|0|NoPrepend
262737|0|NoPrepend
262738|0|NoPrepend
263074|0|NoPrepend
53208|0|NoPrepend
17379|0|NoPrepend
262713|0|NoPrepend
53149|0|NoPrepend
53150|0|NoPrepend
52530|0;2|Mixed
53162|2;0|Mixed
52881|0|NoPrepend
53151|0|NoPrepend
262741|0;2|Mixed
53224|0;2|Mixed
263081|2;0|Mixed
262743|2;0|Mixed
28610|0|NoPrepend
263092|0|NoPrepend
262745|2;0|Mixed
53024|0|NoPrepend
52884|0|NoPrepend
53154|1;0|Mixed
53155|0|NoPrepend
53156|2;0|Mixed
262986|0|NoPrepend
262747|0;2|Mixed
14840|0;2|Mixed
262663|1|Uniform
7048|2;0|Mixed
262955|0;1|Mixed
262753|0;2|Mixed
52973|2;0;1|Mixed
262989|0|NoPrepend
28238|0|NoPrepend
53165|0|NoPrepend
53166|0|NoPrepend
263451|1;2;0|Mixed
263147|0|NoPrepend
28218|0|NoPrepend
52888|0;2;1|Mixed
262754|0|NoPrepend
262970|0|NoPrepend
53168|0|NoPrepend
262996|0|NoPrepend
262997|0|NoPrepend
53170|0|NoPrepend
28142|0;1|Mixed
262998|0|NoPrepend
262757|0;2|Mixed
28580|3;0|Mixed
28189|0|NoPrepend
262758|0|NoPrepend
262762|0|NoPrepend
53174|0|NoPrepend
263101|0|NoPrepend
53176|0|NoPrepend
262763|0;1|Mixed
262954|0;2|Mixed
53180|0|NoPrepend
262999|2|Binary
262764|0|NoPrepend
263008|0|NoPrepend
262957|3;2|Mixed
28333|0|NoPrepend
263011|0;1|Mixed
53182|2;0|Mixed
262767|0|NoPrepend
53185|2|Binary
263278|0|NoPrepend
263006|0|NoPrepend
263136|0|NoPrepend
262721|0|NoPrepend
262975|0|NoPrepend
263279|0|NoPrepend
263287|0|NoPrepend
263007|0|NoPrepend
53197|0;2|Mixed
262779|0|NoPrepend
53183|0|NoPrepend
263056|0|NoPrepend
262766|3;0|Mixed
262768|0|NoPrepend
262614|0|NoPrepend
53021|0|NoPrepend
262289|0|NoPrepend
263060|0;2|Mixed
53188|0|NoPrepend
263062|0|NoPrepend
263058|0|NoPrepend
263059|0|NoPrepend
53194|0;1;2|Mixed
262772|0|NoPrepend
263065|0|NoPrepend
53198|0|NoPrepend
52879|0|NoPrepend
53193|2|Binary
53228|0|NoPrepend
262860|0|NoPrepend
262897|0|NoPrepend
53215|2;1|Mixed
262778|2;0|Mixed
53201|3;2|Mixed
262781|0|NoPrepend
53204|0|NoPrepend
262786|0|NoPrepend
263075|2;0|Mixed
262991|2|Binary
262297|2|Binary
52891|0|NoPrepend
263076|0|NoPrepend
262956|0|NoPrepend
52882|0|NoPrepend
262958|1;0|Mixed
262793|0|NoPrepend
263093|0|NoPrepend
7162|0|NoPrepend
13878|0;2|Mixed
19089|0|NoPrepend
18479|0|NoPrepend
263096|2;0;1|Mixed
263270|0|NoPrepend
263097|0|NoPrepend
28239|2;0|Mixed
262950|0|NoPrepend
53202|0|NoPrepend
28139|0|NoPrepend
61888|2;0|Mixed
53205|0|NoPrepend
263103|0|NoPrepend
262953|0|NoPrepend
263285|1|Uniform
53206|0;2|Mixed
262798|0;2|Mixed
262964|0|NoPrepend
262965|0|NoPrepend
262968|2;0|Mixed
262799|0|NoPrepend
263018|0|NoPrepend
61583|0|NoPrepend
263559|0|NoPrepend
23106|3;2;0|Mixed
263022|0|NoPrepend
28195|2|Binary
263023|0|NoPrepend
262822|3;0;2;1|Mixed
263024|0|NoPrepend
28276|0|NoPrepend
263576|0|NoPrepend
61892|0|NoPrepend
263605|0|NoPrepend
263662|0|NoPrepend
263027|2;0|Mixed
263570|0|NoPrepend
262801|0|NoPrepend
262803|0;1|Mixed
53213|0|NoPrepend
263090|0|NoPrepend
262810|0|NoPrepend
263100|0|NoPrepend
262967|0|NoPrepend
264141|0|NoPrepend
262812|0|NoPrepend
262275|2|Binary
262815|0;2;1|Mixed
262981|0|NoPrepend
262974|0|NoPrepend
52894|2;0|Mixed
53216|0|NoPrepend
262978|0|NoPrepend
28162|0|NoPrepend
52897|0|NoPrepend
53221|1;0|Mixed
262985|0|NoPrepend
263561|0|NoPrepend
262990|0|NoPrepend
52910|0|NoPrepend
262825|0|NoPrepend
52621|0|NoPrepend
52636|2|Binary
52622|0|NoPrepend
262826|0|NoPrepend
262994|0|NoPrepend
262831|2;1|Mixed
52899|0|NoPrepend
53227|0|NoPrepend
263568|0|NoPrepend
263575|0|NoPrepend
262834|0;1|Mixed
263580|0|NoPrepend
262837|0;1|Mixed
263005|0|NoPrepend
52912|0|NoPrepend
53229|0;1|Mixed
262839|0|NoPrepend
28283|2;0|Mixed
262751|0|NoPrepend
28352|0|NoPrepend
263128|0|NoPrepend
28242|0|NoPrepend
28243|0|NoPrepend
28246|0;2|Mixed
28251|0|NoPrepend
263162|2;0|Mixed
28256|0;2|Mixed
28261|0|NoPrepend
28285|2|Binary
28262|0|NoPrepend
28263|2;0;3;1|Mixed
28267|0|NoPrepend
28269|0;1|Mixed
28121|0|NoPrepend
21911|2;0|Mixed
28125|0;2|Mixed
28127|2|Binary
28667|2;0|Mixed
14571|0|NoPrepend
262421|0|NoPrepend
263080|0|NoPrepend
28194|0|NoPrepend
28661|0|NoPrepend
53083|0|NoPrepend
262693|3;2;0|Mixed
53084|0;2|Mixed
262694|0|NoPrepend
53086|0;2|Mixed
28132|0|NoPrepend
28186|0|NoPrepend
28133|1;0|Mixed
262658|1;0|Mixed
28136|0|NoPrepend
28370|3;0|Mixed
28137|0|NoPrepend
28138|0|NoPrepend
28140|2;0|Mixed
262806|2;0|Mixed
28141|0;1|Mixed
28143|2;1|Mixed
28144|0|NoPrepend
53214|0|NoPrepend
28150|0|NoPrepend
28151|0|NoPrepend
28156|1;2|Mixed
28157|1|Uniform
28644|0|NoPrepend
28161|0|NoPrepend
28583|0|NoPrepend
28159|0|NoPrepend
28160|0|NoPrepend
53063|0|NoPrepend
262662|0|NoPrepend
28212|2;0|Mixed
28163|0;1|Mixed
28164|0|NoPrepend
262665|0|NoPrepend
262667|0|NoPrepend
28167|0|NoPrepend
53097|0|NoPrepend
28170|0|NoPrepend
65111|0|NoPrepend
28588|0|NoPrepend
262672|0|NoPrepend
263621|0|NoPrepend
28576|0|NoPrepend
28657|0|NoPrepend
28654|0|NoPrepend
53054|1;0|Mixed
262676|0|NoPrepend
53051|0|NoPrepend
