# AS|ObservedPolicies|GeralPolicy
48538|0|NoPrepend
48561|0|NoPrepend
44196|0|NoPrepend
13029|0|NoPrepend
197031|0|NoPrepend
44052|0|NoPrepend
43999|0|NoPrepend
15824|0|NoPrepend
41377|0|NoPrepend
41433|0|NoPrepend
50806|0|NoPrepend
42506|0|NoPrepend
41504|0|NoPrepend
41513|0|NoPrepend
41681|0|NoPrepend
8442|2|Binary
39675|0|NoPrepend
39680|0|NoPrepend
35476|0|NoPrepend
39692|0|NoPrepend
200997|0|NoPrepend
44968|0|NoPrepend
45003|0|NoPrepend
9144|0|NoPrepend
45026|0|NoPrepend
45016|0|NoPrepend
45022|0|NoPrepend
20884|0|NoPrepend
50059|0|NoPrepend
13120|0|NoPrepend
48905|0|NoPrepend
48650|0|NoPrepend
48649|2;0|Mixed
48651|1;0|Mixed
48643|0|NoPrepend
197457|0|NoPrepend
34424|0|NoPrepend
12592|0|NoPrepend
34431|2|Binary
35331|0|NoPrepend
34433|0|NoPrepend
34438|0|NoPrepend
34451|2|Binary
44018|0|NoPrepend
50099|0|NoPrepend
15443|0|NoPrepend
42016|0|NoPrepend
41777|0|NoPrepend
51172|0|NoPrepend
41790|3|Diverse
42816|0|NoPrepend
6891|0|NoPrepend
35756|0|NoPrepend
35802|2|Binary
35734|0|NoPrepend
59558|1|Uniform
35785|2|Binary
39307|0|NoPrepend
59929|1|Uniform
15549|0|NoPrepend
39456|1|Uniform
62203|0|NoPrepend
8547|0|NoPrepend
12318|0|NoPrepend
38914|0|NoPrepend
58319|0|NoPrepend
44658|0|NoPrepend
38991|0|NoPrepend
58058|0|NoPrepend
39017|0|NoPrepend
39014|0|NoPrepend
39026|0|NoPrepend
39139|0|NoPrepend
49610|0|NoPrepend
39037|0|NoPrepend
12456|0|NoPrepend
49976|0|NoPrepend
56504|0|NoPrepend
51360|2;0|Mixed
51860|0|NoPrepend
51372|0|NoPrepend
41208|0|NoPrepend
50849|0|NoPrepend
35059|0|NoPrepend
35067|1|Uniform
35065|0|NoPrepend
47905|0|NoPrepend
51138|0|NoPrepend
8557|0|NoPrepend
50586|0|NoPrepend
202988|0|NoPrepend
62295|0|NoPrepend
3283|0|NoPrepend
62115|0|NoPrepend
60177|0|NoPrepend
64441|1|Uniform
207025|0|NoPrepend
206871|0|NoPrepend
6868|0|NoPrepend
56686|0|NoPrepend
199572|0|NoPrepend
56777|0|NoPrepend
49132|1|Uniform
56854|0|NoPrepend
47503|0|NoPrepend
44093|0|NoPrepend
44088|0|NoPrepend
51642|0|NoPrepend
52038|2;0|Mixed
51593|0|NoPrepend
51621|0|NoPrepend
51721|0|NoPrepend
5553|0|NoPrepend
6699|0|NoPrepend
8775|0;1|Mixed
6874|0|NoPrepend
61041|2|Binary
200847|0|NoPrepend
61379|0|NoPrepend
199602|2|Binary
61291|0|NoPrepend
61197|0|NoPrepend
199546|1|Uniform
61305|2|Binary
61285|0|NoPrepend
41322|0|NoPrepend
42297|0|NoPrepend
31624|0|NoPrepend
31079|2|Binary
25410|0|NoPrepend
25391|0|NoPrepend
25437|0|NoPrepend
5401|0|NoPrepend
197396|0|NoPrepend
25403|0|NoPrepend
25444|0|NoPrepend
52163|0|NoPrepend
52111|0|NoPrepend
197512|0|NoPrepend
197513|0|NoPrepend
52123|0|NoPrepend
52118|0|NoPrepend
52196|0|NoPrepend
56424|0|NoPrepend
52141|0|NoPrepend
197511|0|NoPrepend
52138|0|NoPrepend
2027|2|Binary
197525|0|NoPrepend
52151|0|NoPrepend
196926|0|NoPrepend
197517|0|NoPrepend
197521|2|Binary
197320|0|NoPrepend
52149|2|Binary
8264|0|NoPrepend
15847|0|NoPrepend
42063|0|NoPrepend
42249|2|Binary
30731|0|NoPrepend
56489|0|NoPrepend
197763|0|NoPrepend
56640|0|NoPrepend
197808|0|NoPrepend
25503|0|NoPrepend
42365|0|NoPrepend
60746|2|Binary
39648|0|NoPrepend
21275|0|NoPrepend
29652|1|Uniform
44983|0|NoPrepend
20833|0|NoPrepend
45042|0|NoPrepend
25448|0|NoPrepend
34007|0|NoPrepend
12939|0|NoPrepend
28736|0|NoPrepend
41285|0|NoPrepend
41266|0|NoPrepend
41288|0|NoPrepend
41320|0|NoPrepend
8507|0|NoPrepend
198460|0|NoPrepend
44738|0|NoPrepend
44758|0|NoPrepend
44761|0|NoPrepend
8629|0|NoPrepend
8620|0|NoPrepend
33821|0|NoPrepend
56801|0|NoPrepend
33827|0|NoPrepend
21323|1|Uniform
39663|0|NoPrepend
20992|0|NoPrepend
21034|0|NoPrepend
44326|0|NoPrepend
20972|0|NoPrepend
52117|0|NoPrepend
41562|0|NoPrepend
41586|0|NoPrepend
44960|0|NoPrepend
41590|2|Binary
51383|0|NoPrepend
21337|2|Binary
39167|0|NoPrepend
39199|0|NoPrepend
43883|0|NoPrepend
47650|2|Binary
15698|1|Uniform
15993|2|Binary
15768|0|NoPrepend
15647|0|NoPrepend
15660|0|NoPrepend
41399|0|NoPrepend
12587|0|NoPrepend
15767|0|NoPrepend
15677|0|NoPrepend
15853|0|NoPrepend
5392|0|NoPrepend
198041|2|Binary
8886|0|NoPrepend
15458|2|Binary
33878|2|Binary
33903|0|NoPrepend
8511|0|NoPrepend
28880|0|NoPrepend
28912|0|NoPrepend
29010|0|NoPrepend
28967|0|NoPrepend
28961|0|NoPrepend
28991|0|NoPrepend
40976|0|NoPrepend
28953|0|NoPrepend
29618|0|NoPrepend
44732|0|NoPrepend
24603|0|NoPrepend
44719|2|Binary
44726|0|NoPrepend
44659|0|NoPrepend
44693|0|NoPrepend
44688|0|NoPrepend
8515|0|NoPrepend
13274|0|NoPrepend
6879|0|NoPrepend
49966|1;0|Mixed
25464|0|NoPrepend
197114|0|NoPrepend
51197|0;2|Mixed
197091|0|NoPrepend
51354|0|NoPrepend
51136|0|NoPrepend
51115|1|Uniform
47393|0|NoPrepend
47360|0|NoPrepend
48222|0|NoPrepend
35769|2|Binary
47512|0|NoPrepend
8652|0|NoPrepend
39338|0|NoPrepend
47457|2|Binary
47415|0|NoPrepend
47411|0|NoPrepend
57926|2|Binary
28815|0|NoPrepend
29163|2|Binary
28790|0|NoPrepend
34117|0|NoPrepend
16069|0|NoPrepend
29366|0|NoPrepend
196624|0|NoPrepend
28933|2|Binary
28934|1|Uniform
28998|0|NoPrepend
28950|0|NoPrepend
28975|0|NoPrepend
28793|0|NoPrepend
197010|0|NoPrepend
28935|1|Uniform
29162|0|NoPrepend
28985|0|NoPrepend
28951|0|NoPrepend
50402|2|Binary
198200|0|NoPrepend
28984|0|NoPrepend
29026|0|NoPrepend
29051|0|NoPrepend
44667|0|NoPrepend
29019|0|NoPrepend
29130|0|NoPrepend
25529|0|NoPrepend
8430|0|NoPrepend
40984|0|NoPrepend
5498|0|NoPrepend
31418|0|NoPrepend
204705|0|NoPrepend
25261|0|NoPrepend
30846|0|NoPrepend
51168|0|NoPrepend
51222|0|NoPrepend
61147|2|Binary
197152|0|NoPrepend
51203|0|NoPrepend
51233|0|NoPrepend
51171|0|NoPrepend
51147|0|NoPrepend
197118|2;0|Mixed
196969|2|Binary
52152|0|NoPrepend
206046|2;0|Mixed
25539|2|Binary
30917|0|NoPrepend
39747|0|NoPrepend
39731|0|NoPrepend
39732|0|NoPrepend
39745|0|NoPrepend
12371|2|Binary
198395|0|NoPrepend
39082|0|NoPrepend
39127|0|NoPrepend
39100|0|NoPrepend
39096|0|NoPrepend
41299|0|NoPrepend
57268|0|NoPrepend
39528|0|NoPrepend
39159|0|NoPrepend
31738|2|Binary
49794|2;1;0|Mixed
44794|0|NoPrepend
199901|0|NoPrepend
58183|0|NoPrepend
44856|1|Uniform
44804|2|Binary
44830|0|NoPrepend
44849|0|NoPrepend
44848|0|NoPrepend
47257|0|NoPrepend
47953|0|NoPrepend
47259|0|NoPrepend
47274|0|NoPrepend
47263|0|NoPrepend
47291|0|NoPrepend
8805|0|NoPrepend
42059|0|NoPrepend
42095|0|NoPrepend
42085|2|Binary
41093|1|Uniform
48892|0|NoPrepend
41115|0|NoPrepend
44958|2|Binary
41125|0|NoPrepend
34711|0|NoPrepend
41293|0|NoPrepend
197144|0|NoPrepend
49570|0|NoPrepend
41169|0|NoPrepend
41150|2|Binary
39267|1;2|Mixed
8258|0|NoPrepend
205459|0|NoPrepend
199313|1;0|Mixed
201870|0|NoPrepend
47299|0|NoPrepend
30934|0|NoPrepend
24869|0|NoPrepend
39094|0|NoPrepend
39071|2|Binary
199126|0|NoPrepend
39085|0|NoPrepend
43351|0|NoPrepend
39073|0|NoPrepend
39157|0|NoPrepend
39092|0|NoPrepend
39266|0|NoPrepend
39084|0|NoPrepend
39119|0|NoPrepend
39109|0|NoPrepend
39112|0|NoPrepend
42836|2|Binary
39460|0|NoPrepend
39137|0|NoPrepend
44810|2|Binary
44855|0|NoPrepend
44852|2|Binary
44837|1|Uniform
44839|1|Uniform
60204|0|NoPrepend
49913|0|NoPrepend
198085|0|NoPrepend
44867|2|Binary
44860|0|NoPrepend
15559|0|NoPrepend
44909|0|NoPrepend
44886|2|Binary
39022|0|NoPrepend
39062|0|NoPrepend
5459|0|NoPrepend
29023|0|NoPrepend
56774|0|NoPrepend
29044|0|NoPrepend
29042|0|NoPrepend
29080|0;2|Mixed
29310|0|NoPrepend
29095|0|NoPrepend
29395|2|Binary
29187|0|NoPrepend
29146|0|NoPrepend
29178|0|NoPrepend
57233|0|NoPrepend
48051|0|NoPrepend
44423|0|NoPrepend
29082|0|NoPrepend
29116|0|NoPrepend
29121|0|NoPrepend
29210|0|NoPrepend
29227|0|NoPrepend
28927|0|NoPrepend
200501|0|NoPrepend
60455|0|NoPrepend
25011|0|NoPrepend
34668|0|NoPrepend
198384|1|Uniform
29196|0|NoPrepend
28996|0|NoPrepend
48590|0|NoPrepend
39409|0|NoPrepend
8457|0|NoPrepend
15686|0|NoPrepend
204501|0|NoPrepend
204500|0|NoPrepend
39300|0|NoPrepend
42197|0|NoPrepend
42177|2;0|Mixed
48527|2|Binary
41283|0|NoPrepend
41246|0|NoPrepend
44080|0|NoPrepend
205186|0|NoPrepend
41277|0|NoPrepend
41892|0|NoPrepend
41279|0|NoPrepend
41286|0|NoPrepend
41358|0|NoPrepend
41389|0|NoPrepend
8519|0|NoPrepend
25277|0|NoPrepend
43540|2;0|Mixed
59485|0|NoPrepend
41492|0|NoPrepend
41499|2|Binary
41502|0|NoPrepend
41512|0|NoPrepend
6674|2;0|Mixed
41534|0|NoPrepend
41544|0|NoPrepend
49908|1|Uniform
50772|0|NoPrepend
49899|0|NoPrepend
50015|0|NoPrepend
50413|0|NoPrepend
49819|0|NoPrepend
196789|0|NoPrepend
31088|0|NoPrepend
41236|0|NoPrepend
39066|0|NoPrepend
48577|0|NoPrepend
44661|0|NoPrepend
39410|0|NoPrepend
39424|0|NoPrepend
39315|1|Uniform
50947|0|NoPrepend
41636|0|NoPrepend
35186|0|NoPrepend
35195|2|Binary
35232|0|NoPrepend
205941|0|NoPrepend
44846|0|NoPrepend
44861|0|NoPrepend
44857|2|Binary
62358|0|NoPrepend
203269|0|NoPrepend
9006|0|NoPrepend
47105|0|NoPrepend
44892|0|NoPrepend
{62031}|0|NoPrepend
44268|0|NoPrepend
29102|0|NoPrepend
29103|0|NoPrepend
198491|0|NoPrepend
206764|2|Binary
29181|0|NoPrepend
29192|0|NoPrepend
49852|1|Uniform
39944|1;0|Mixed
48859|1|Uniform
29202|0|NoPrepend
29324|2|Binary
29228|0|NoPrepend
29221|0|NoPrepend
29223|0|NoPrepend
29199|0|NoPrepend
12877|0|NoPrepend
29249|2|Binary
47404|0|NoPrepend
58203|0|NoPrepend
43331|0|NoPrepend
199812|2|Binary
24602|0|NoPrepend
8787|0;2|Mixed
34299|0|NoPrepend
41143|0|NoPrepend
44110|0|NoPrepend
49203|0|NoPrepend
196657|1|Uniform
48567|0|NoPrepend
48387|0|NoPrepend
15619|1|Uniform
196686|0|NoPrepend
48902|0|NoPrepend
48897|2|Binary
48911|2|Binary
48928|0|NoPrepend
48930|0|NoPrepend
48938|0|NoPrepend
48969|0|NoPrepend
199969|0|NoPrepend
48962|0|NoPrepend
196704|0|NoPrepend
48986|0|NoPrepend
48982|0|NoPrepend
49008|0|NoPrepend
49842|0|NoPrepend
206664|2|Binary
49098|0|NoPrepend
49078|0|NoPrepend
49153|0|NoPrepend
49143|0|NoPrepend
204305|0|NoPrepend
49155|0|NoPrepend
49146|0|NoPrepend
49166|0|NoPrepend
49205|0|NoPrepend
49179|0|NoPrepend
39173|0|NoPrepend
49231|2|Binary
196754|0|NoPrepend
57500|0|NoPrepend
198223|0|NoPrepend
49238|2|Binary
39327|0|NoPrepend
44211|0|NoPrepend
51623|0|NoPrepend
44248|0|NoPrepend
44254|0|NoPrepend
44255|0|NoPrepend
44280|0|NoPrepend
44303|0|NoPrepend
44338|0|NoPrepend
44353|2|Binary
41493|0|NoPrepend
44336|0|NoPrepend
44380|0|NoPrepend
44127|0|NoPrepend
44360|0|NoPrepend
44392|0|NoPrepend
44420|2|Binary
44435|0|NoPrepend
44470|0|NoPrepend
44449|0|NoPrepend
44485|2|Binary
12486|2;0;1|Mixed
12330|0|NoPrepend
39935|0|NoPrepend
39926|0|NoPrepend
25313|0|NoPrepend
39930|0|NoPrepend
35161|0|NoPrepend
40978|0|NoPrepend
41543|2|Binary
48759|0|NoPrepend
49590|0|NoPrepend
40998|0|NoPrepend
41016|0|NoPrepend
41104|0|NoPrepend
41037|2|Binary
199166|0|NoPrepend
43210|0|NoPrepend
41116|0|NoPrepend
5629|0|NoPrepend
41105|0|NoPrepend
34167|0|NoPrepend
34166|0|NoPrepend
34185|1|Uniform
57274|0|NoPrepend
34239|0|NoPrepend
8354|0|NoPrepend
203436|0|NoPrepend
8261|0|NoPrepend
8745|0|NoPrepend
6862|0|NoPrepend
42142|0|NoPrepend
42191|0|NoPrepend
39061|0|NoPrepend
49844|0|NoPrepend
50995|0|NoPrepend
49903|0|NoPrepend
49885|0|NoPrepend
49891|0|NoPrepend
12363|0|NoPrepend
206191|0|NoPrepend
9161|0|NoPrepend
59809|0|NoPrepend
42172|0|NoPrepend
12296|0|NoPrepend
5573|0|NoPrepend
34562|0|NoPrepend
48893|0|NoPrepend
50370|0|NoPrepend
41346|0|NoPrepend
39128|0|NoPrepend
39136|0|NoPrepend
57306|0|NoPrepend
199146|1|Uniform
34399|0|NoPrepend
8207|0|NoPrepend
49227|2|Binary
206462|0|NoPrepend
206540|0|NoPrepend
59536|0|NoPrepend
205328|0|NoPrepend
203332|0|NoPrepend
204957|0|NoPrepend
29105|0|NoPrepend
56695|0|NoPrepend
56585|0|NoPrepend
56604|0;1|Mixed
197719|0|NoPrepend
56613|0|NoPrepend
56607|0|NoPrepend
56590|0|NoPrepend
197462|0|NoPrepend
56609|0|NoPrepend
56612|0|NoPrepend
56619|0|NoPrepend
31361|0|NoPrepend
31440|0|NoPrepend
31431|0|NoPrepend
35748|0|NoPrepend
31470|0|NoPrepend
31466|0|NoPrepend
31469|0|NoPrepend
8670|0|NoPrepend
42888|0|NoPrepend
49754|0|NoPrepend
48735|0|NoPrepend
48718|0|NoPrepend
48829|2|Binary
48799|0|NoPrepend
48733|0|NoPrepend
16291|0|NoPrepend
44165|0|NoPrepend
5530|0|NoPrepend
50076|0|NoPrepend
39030|0|NoPrepend
202760|0|NoPrepend
206256|0|NoPrepend
60511|1|Uniform
206968|1|Uniform
198254|2;1;0|Mixed
25165|0|NoPrepend
44936|0|NoPrepend
29298|2|Binary
205608|0|NoPrepend
201439|2;0|Mixed
204744|0|NoPrepend
6778|0|NoPrepend
34963|0|NoPrepend
204953|2;0|Mixed
206442|0|NoPrepend
199389|0|NoPrepend
35604|0|NoPrepend
35633|0|NoPrepend
35683|0|NoPrepend
35620|2|Binary
49104|2|Binary
35643|0|NoPrepend
35789|0|NoPrepend
35688|0|NoPrepend
35730|0|NoPrepend
29275|2|Binary
29320|0|NoPrepend
43173|2|Binary
29317|0|NoPrepend
29376|0|NoPrepend
29373|2|Binary
29389|0|NoPrepend
31409|3;0|Mixed
29421|0|NoPrepend
6773|0;1|Mixed
8474|2|Binary
8601|2|Binary
41530|0|NoPrepend
41548|0|NoPrepend
41916|0|NoPrepend
41580|0|NoPrepend
41582|0|NoPrepend
41547|0|NoPrepend
41593|0|NoPrepend
41553|0|NoPrepend
198344|0|NoPrepend
41567|0|NoPrepend
41569|0|NoPrepend
41617|0|NoPrepend
41577|0|NoPrepend
41638|0|NoPrepend
48257|2|Binary
9099|0|NoPrepend
50421|1|Uniform
29432|0|NoPrepend
41319|3|Diverse
200167|0|NoPrepend
203855|0|NoPrepend
200173|0|NoPrepend
39095|2;1;0|Mixed
47813|2|Binary
35414|0|NoPrepend
38961|2|Binary
49618|0|NoPrepend
38960|0|NoPrepend
38954|2|Binary
201016|0|NoPrepend
8241|0|NoPrepend
29272|2|Binary
29325|0|NoPrepend
29331|0|NoPrepend
43081|1|Uniform
29374|2|Binary
29445|0|NoPrepend
29408|0|NoPrepend
29450|2|Binary
29663|0|NoPrepend
29464|0|NoPrepend
31044|0|NoPrepend
29501|0|NoPrepend
29475|2|Binary
43321|0|NoPrepend
29535|0|NoPrepend
29560|0|NoPrepend
206687|2|Binary
203890|0|NoPrepend
204910|0|NoPrepend
199537|0|NoPrepend
200830|0|NoPrepend
45035|2|Binary
47229|0|NoPrepend
47161|0|NoPrepend
47208|0|NoPrepend
35622|0|NoPrepend
49775|0|NoPrepend
35627|0|NoPrepend
50156|0|NoPrepend
35636|0|NoPrepend
49225|0|NoPrepend
35663|0|NoPrepend
49480|0|NoPrepend
28776|0;2|Mixed
43381|0|NoPrepend
34161|0|NoPrepend
34311|0|NoPrepend
199922|2|Binary
48455|0|NoPrepend
48499|0|NoPrepend
48502|1;0|Mixed
48508|1|Uniform
48513|0|NoPrepend
197310|3|Diverse
204388|0|NoPrepend
18900|0|NoPrepend
8568|0|NoPrepend
206838|0;1|Mixed
49659|1|Uniform
41318|0|NoPrepend
30898|0|NoPrepend
8395|0|NoPrepend
59824|0|NoPrepend
39809|0|NoPrepend
39833|0|NoPrepend
35740|0|NoPrepend
50921|0|NoPrepend
47924|0|NoPrepend
39865|0|NoPrepend
39872|0|NoPrepend
196852|0|NoPrepend
39883|0|NoPrepend
41404|0|NoPrepend
41036|0|NoPrepend
39656|0|NoPrepend
39897|2|Binary
3252|0|NoPrepend
29677|0|NoPrepend
1770|0|NoPrepend
29549|2|Binary
29559|0|NoPrepend
30732|0|NoPrepend
29669|0|NoPrepend
34114|0|NoPrepend
31023|0|NoPrepend
29634|0|NoPrepend
44757|0|NoPrepend
29683|0|NoPrepend
30735|0|NoPrepend
49916|0|NoPrepend
49937|0|NoPrepend
49995|2|Binary
49997|0|NoPrepend
50052|0|NoPrepend
39352|0;2|Mixed
39373|0|NoPrepend
44388|1|Uniform
57938|0|NoPrepend
39415|0|NoPrepend
199409|0|NoPrepend
39387|0|NoPrepend
41650|0|NoPrepend
3319|0|NoPrepend
203323|0|NoPrepend
39230|0|NoPrepend
59412|2|Binary
60951|2|Binary
39171|0|NoPrepend
39170|0|NoPrepend
39166|0|NoPrepend
49548|2|Binary
39162|0|NoPrepend
47432|0|NoPrepend
58288|0|NoPrepend
203654|0|NoPrepend
39297|0|NoPrepend
39198|0|NoPrepend
15655|0|NoPrepend
24772|0|NoPrepend
196848|0|NoPrepend
47239|0|NoPrepend
47256|2|Binary
47301|0|NoPrepend
47290|0|NoPrepend
47249|0|NoPrepend
47305|0|NoPrepend
51021|0|NoPrepend
47928|2|Binary
196622|2|Binary
47284|0|NoPrepend
198822|2|Binary
47336|0|NoPrepend
47306|0|NoPrepend
6858|0|NoPrepend
49486|2;0|Mixed
8822|0|NoPrepend
200900|0|NoPrepend
201306|0|NoPrepend
44117|0|NoPrepend
44131|0|NoPrepend
44235|2|Binary
44175|0|NoPrepend
197543|2|Binary
44183|0|NoPrepend
44207|0|NoPrepend
34826|0|NoPrepend
21324|0|NoPrepend
25390|2|Binary
30883|0|NoPrepend
48690|0|NoPrepend
49035|0|NoPrepend
201202|1|Uniform
39889|0|NoPrepend
41056|0|NoPrepend
41009|0|NoPrepend
48606|2|Binary
41085|2;0|Mixed
43500|0|NoPrepend
39624|0|NoPrepend
200987|0|NoPrepend
41130|0|NoPrepend
50180|0|NoPrepend
40982|0|NoPrepend
49484|2;0|Mixed
39903|2|Binary
39908|0|NoPrepend
39916|0|NoPrepend
15978|0|NoPrepend
205347|0|NoPrepend
41347|0|NoPrepend
8895|0;2;3|Mixed
40985|2|Binary
206726|0|NoPrepend
42524|0|NoPrepend
41027|0|NoPrepend
41014|0|NoPrepend
41654|0|NoPrepend
41788|0|NoPrepend
47107|2|Binary
47183|0|NoPrepend
47130|2|Binary
47120|0|NoPrepend
47135|2|Binary
47401|0|NoPrepend
8499|0|NoPrepend
8727|2|Binary
39240|0|NoPrepend
25365|0|NoPrepend
25419|0|NoPrepend
21147|2|Binary
13298|0|NoPrepend
25475|0|NoPrepend
198033|0|NoPrepend
50280|0|NoPrepend
50253|0|NoPrepend
196870|0|NoPrepend
15891|0|NoPrepend
50317|2|Binary
44317|0|NoPrepend
50341|0|NoPrepend
50325|2|Binary
48866|0|NoPrepend
50347|0|NoPrepend
50444|0|NoPrepend
50403|0|NoPrepend
50445|0;2|Mixed
51367|0|NoPrepend
50460|0|NoPrepend
50464|0|NoPrepend
205365|0|NoPrepend
43731|2|Binary
50506|0|NoPrepend
199177|0|NoPrepend
50496|0|NoPrepend
50487|0|NoPrepend
198206|0|NoPrepend
50351|0|NoPrepend
50603|0|NoPrepend
196924|0|NoPrepend
50536|2;0|Mixed
50545|0|NoPrepend
61045|0|NoPrepend
3185|0|NoPrepend
50570|0;1|Mixed
50623|0|NoPrepend
50632|0|NoPrepend
39164|0|NoPrepend
50579|0|NoPrepend
196938|2|Binary
196934|0|NoPrepend
50688|2|Binary
50635|0|NoPrepend
50695|0|NoPrepend
50775|0|NoPrepend
50697|0|NoPrepend
50696|0|NoPrepend
50689|0;2|Mixed
196636|2|Binary
50690|0;1|Mixed
196866|2;0|Mixed
6681|0|NoPrepend
50728|0|NoPrepend
198402|0|NoPrepend
44653|2;0|Mixed
41919|0|NoPrepend
41894|0|NoPrepend
41372|0|NoPrepend
41380|0|NoPrepend
198572|2|Binary
41282|2|Binary
44721|0|NoPrepend
42817|0|NoPrepend
41394|0|NoPrepend
42356|0|NoPrepend
41430|0|NoPrepend
197231|0|NoPrepend
41428|0|NoPrepend
41945|0|NoPrepend
41408|0|NoPrepend
41417|0|NoPrepend
9203|0|NoPrepend
50211|0|NoPrepend
43227|0|NoPrepend
51229|0|NoPrepend
12803|0|NoPrepend
{64237,64512,64525,65200}|0|NoPrepend
{64237,64512,65200}|0|NoPrepend
{64237,64512,65000,65008,65010,65011,65400}|0|NoPrepend
199306|0|NoPrepend
42092|0|NoPrepend
8669|0|NoPrepend
197040|0|NoPrepend
50996|2;0;1|Mixed
57038|2|Binary
57139|0|NoPrepend
57728|0|NoPrepend
57257|2;0|Mixed
57296|2|Binary
16249|2|Binary
15754|0|NoPrepend
62272|0|NoPrepend
15581|1|Uniform
12921|0|NoPrepend
8742|0|NoPrepend
200190|0|NoPrepend
203832|0|NoPrepend
203514|0|NoPrepend
203597|0|NoPrepend
12499|0|NoPrepend
56857|0|NoPrepend
56939|2|Binary
56881|0|NoPrepend
197896|0|NoPrepend
56952|2|Binary
56958|0|NoPrepend
204406|0|NoPrepend
25449|0|NoPrepend
43213|0|NoPrepend
42403|0|NoPrepend
203803|0|NoPrepend
6671|2|Binary
51921|0|NoPrepend
60375|0|NoPrepend
62128|2|Binary
39034|0|NoPrepend
52007|0|NoPrepend
56374|2|Binary
57503|0|NoPrepend
56336|0|NoPrepend
200575|0|NoPrepend
201669|0|NoPrepend
21292|0|NoPrepend
57477|0|NoPrepend
29114|2|Binary
204237|1|Uniform
204219|0|NoPrepend
201914|0|NoPrepend
201431|0|NoPrepend
199521|0|NoPrepend
61187|0|NoPrepend
199459|0|NoPrepend
34155|0|NoPrepend
200452|2|Binary
199394|2|Binary
200779|0|NoPrepend
24797|0|NoPrepend
12724|0|NoPrepend
51111|0|NoPrepend
50997|0|NoPrepend
51000|0|NoPrepend
197062|2|Binary
43888|0|NoPrepend
205626|0|NoPrepend
39602|0|NoPrepend
49753|0|NoPrepend
49762|2|Binary
51286|0|NoPrepend
57245|2|Binary
49803|0|NoPrepend
49839|0|NoPrepend
49825|0|NoPrepend
48533|0|NoPrepend
34832|0|NoPrepend
49969|0|NoPrepend
49977|0|NoPrepend
50148|0|NoPrepend
50074|0|NoPrepend
50105|0|NoPrepend
50098|0|NoPrepend
50088|0|NoPrepend
49932|0|NoPrepend
5427|0|NoPrepend
200006|0|NoPrepend
57886|0|NoPrepend
8856|0|NoPrepend
43621|0;2|Mixed
205712|1|Uniform
8364|0|NoPrepend
8206|1|Uniform
44499|0|NoPrepend
44526|1|Uniform
25057|0|NoPrepend
44541|1|Uniform
56629|0|NoPrepend
44544|0|NoPrepend
47167|1|Uniform
47170|0|NoPrepend
47174|0|NoPrepend
47186|0|NoPrepend
47190|0|NoPrepend
47230|0|NoPrepend
47278|0|NoPrepend
47235|0|NoPrepend
47268|0|NoPrepend
47396|0|NoPrepend
197843|0|NoPrepend
37893|0|NoPrepend
8760|0|NoPrepend
43123|0|NoPrepend
201582|2|Binary
41481|0|NoPrepend
35024|0|NoPrepend
35020|0|NoPrepend
35034|0|NoPrepend
51357|0|NoPrepend
197864|0|NoPrepend
62037|0|NoPrepend
35123|0|NoPrepend
35257|0|NoPrepend
34480|0|NoPrepend
29018|0|NoPrepend
34359|1|Uniform
31481|2|Binary
9197|0|NoPrepend
21115|0|NoPrepend
200112|2|Binary
197191|2|Binary
50878|0|NoPrepend
51328|0|NoPrepend
51348|0|NoPrepend
41879|0|NoPrepend
51322|2|Binary
197192|0|NoPrepend
51325|2|Binary
197199|0|NoPrepend
51278|0|NoPrepend
51361|0|NoPrepend
197200|0|NoPrepend
33954|0|NoPrepend
200940|2;0|Mixed
8431|3;2|Mixed
198021|0|NoPrepend
44900|0|NoPrepend
44930|2|Binary
44991|2|Binary
44915|0|NoPrepend
44917|0|NoPrepend
199550|2|Binary
44950|2|Binary
45002|0|NoPrepend
6846|0|NoPrepend
205364|0|NoPrepend
8244|0|NoPrepend
50037|0|NoPrepend
31215|0|NoPrepend
25326|0|NoPrepend
39035|0|NoPrepend
35698|0|NoPrepend
38993|0|NoPrepend
35716|0|NoPrepend
35726|0|NoPrepend
20935|0|NoPrepend
29117|0|NoPrepend
33999|2;0|Mixed
35652|0|NoPrepend
34021|0|NoPrepend
25254|0|NoPrepend
25253|0|NoPrepend
29093|0|NoPrepend
25020|0|NoPrepend
199132|0|NoPrepend
25241|0|NoPrepend
15983|0|NoPrepend
25282|1;0|Mixed
25268|0|NoPrepend
15398|0|NoPrepend
13278|0|NoPrepend
25297|0|NoPrepend
25296|2|Binary
25315|0|NoPrepend
25342|0|NoPrepend
25344|0|NoPrepend
20872|0|NoPrepend
25203|0|NoPrepend
25238|0;2|Mixed
25275|1|Uniform
25300|0|NoPrepend
12789|0;1;2|Mixed
29137|0|NoPrepend
202997|2;0|Mixed
50447|0|NoPrepend
39260|0|NoPrepend
39276|2|Binary
49204|0|NoPrepend
41166|0|NoPrepend
34675|0|NoPrepend
34730|0|NoPrepend
34838|2|Binary
199316|0|NoPrepend
8377|0|NoPrepend
34247|1|Uniform
34258|0|NoPrepend
34344|0|NoPrepend
34301|1|Uniform
34324|2|Binary
34321|0|NoPrepend
34046|0|NoPrepend
34355|0|NoPrepend
41799|0|NoPrepend
43974|0|NoPrepend
197704|2|Binary
42151|0|NoPrepend
